trip_id,corporation,route_code,origin,destination,distance_km,hour_of_day,day_of_week,is_peak_hour,weather_condition,traffic_density_index,passenger_occupancy_percent,actual_delay_mins,fuel_consumed_liters
TN-11G-0690,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,6,1,0,Clear,0.42,36,9.9,7.7
TN-MDU-RMS-0691,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,20,4,1,Monsoon_Heavy,0.98,101,51.8,91.2
TN-21G-0692,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,5,1,0,Fog,0.42,35,13.8,9.8
TN-MDU-201-0693,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,22,5,0,Rain,0.67,75,29.6,6.1
TN-TRY-401-0694,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,6,5,0,Clear,0.58,34,22.9,30.0
TN-23C-0695,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,8,5,1,Clear,0.84,97,23.9,8.4
TN-SETC-108X-0696,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,10,4,1,Fog,0.85,91,29.4,80.9
TN-SLM-301-0697,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,18,0,1,Clear,0.91,120,27.9,23.8
TN-11G-0698,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,22,4,0,Rain,0.72,50,35.6,9.0
TN-MDU-201-0699,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,18,6,1,Fog,0.81,105,26.8,6.2
TN-570-0700,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,17,6,1,Monsoon_Heavy,0.98,101,54.6,22.4
TN-MDU-RMS-0701,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,5,5,0,Clear,0.64,68,16.3,83.0
TN-CBE-OOTY-0702,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,5,2,0,Clear,0.3,50,6.2,42.9
TN-CBE-101-0703,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,22,4,0,Monsoon_Heavy,0.66,66,43.2,5.7
TN-MDU-201-0704,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,9,1,1,Clear,0.8,122,23.2,5.7
TN-CBE-OOTY-0705,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,7,4,0,Rain,0.56,43,32.4,46.2
TN-SLM-ERD-0706,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,10,3,1,Fog,0.88,91,28.8,36.6
TN-SETC-108X-0707,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,17,0,1,Clear,0.94,100,28.3,83.3
TN-MDU-KODAI-0708,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,8,6,1,Clear,0.89,123,32.1,68.8
TN-SETC-902X-0709,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,17,0,1,Clear,0.84,100,27.1,245.6
TN-TRY-401-0710,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,12,1,0,Clear,0.5,55,20.7,29.0
TN-SETC-108X-0711,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,21,0,0,Clear,0.39,55,10.0,70.5
TN-SLM-ERD-0712,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,23,5,0,Clear,0.45,46,11.3,32.8
TN-5E-0713,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,9,3,1,Monsoon_Heavy,0.95,110,56.4,8.9
TN-SETC-801X-0714,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,21,1,0,Clear,0.23,57,6.8,190.2
TN-21G-0715,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,8,5,1,Rain,0.91,107,38.0,10.6
TN-SETC-902X-0716,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,5,6,0,Clear,0.28,52,10.9,209.8
TN-SLM-301-0717,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,9,3,1,Clear,0.94,99,27.0,24.1
TN-21G-0718,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,8,5,1,Clear,0.76,124,28.1,11.1
TN-CBE-OOTY-0719,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,5,2,0,Fog,0.56,49,17.9,45.0
TN-570-0720,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,22,1,0,Clear,0.45,46,15.4,19.7
TN-5E-0721,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,5,3,0,Monsoon_Heavy,0.81,63,46.7,8.5
TN-CBE-OOTY-0722,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,11,6,0,Fog,0.48,33,15.6,45.5
TN-21G-0723,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,17,5,1,Clear,0.87,127,26.3,10.1
TN-CBE-OOTY-0724,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,17,1,1,Rain,0.93,91,45.0,50.7
TN-SETC-801X-0725,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,22,0,0,Clear,0.29,59,10.7,193.5
TN-101A-0726,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,12,4,0,Clear,0.35,55,14.2,8.3
TN-MDU-201-0727,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,16,5,0,Clear,0.31,62,8.8,4.6
TN-CBE-101-0728,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,17,6,1,Clear,0.95,102,27.5,6.7
TN-MDU-RMS-0729,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,9,0,1,Fog,0.8,128,26.5,87.6
TN-D70-0730,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,18,1,1,Monsoon_Heavy,0.94,104,58.4,16.7
TN-TRY-SRM-0731,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,9,1,1,Fog,0.74,119,25.4,5.9
TN-5E-0732,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,14,5,0,Fog,0.6,38,18.9,9.3
TN-5E-0733,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,23,1,0,Clear,0.23,64,12.4,7.0
TN-CBE-PLK-0734,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,9,5,1,Clear,0.9,111,32.7,26.3
TN-SETC-902X-0735,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,13,1,0,Clear,0.25,41,4.7,207.8
TN-SETC-801X-0736,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,13,4,0,Monsoon_Heavy,0.68,68,44.5,217.3
TN-MDU-201-0737,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,7,5,0,Rain,0.36,68,24.0,5.7
TN-11G-0738,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,17,3,1,Rain,0.84,97,36.2,8.2
TN-70H-0739,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,13,3,0,Clear,0.53,42,19.7,7.3
TN-SLM-301-0740,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,20,5,1,Clear,0.93,100,28.7,24.7
TN-SETC-801X-0741,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,17,5,1,Clear,0.8,100,26.3,224.4
TN-101A-0742,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,21,0,0,Rain,0.51,32,32.2,9.1
TN-TRY-SRM-0743,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,17,5,1,Clear,0.85,118,29.4,7.4
TN-570-0744,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,14,3,0,Rain,0.7,48,34.2,20.8
TN-SETC-801X-0745,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,6,5,0,Monsoon_Heavy,0.81,59,53.8,224.9
TN-TRY-401-0746,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,8,1,1,Monsoon_Heavy,0.98,119,52.6,32.4
TN-SLM-301-0747,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,5,1,0,Rain,0.57,75,34.2,22.6
TN-21G-0748,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,13,2,0,Fog,0.49,75,18.9,10.1
TN-23C-0749,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,7,0,0,Fog,0.4,53,9.8,7.5
TN-TRY-401-0750,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,10,3,1,Monsoon_Heavy,0.98,95,59.6,32.7
TN-5E-0751,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,10,6,1,Clear,0.75,88,23.3,8.6
TN-SLM-301-0752,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,14,5,0,Clear,0.25,38,13.1,19.1
TN-CBE-101-0753,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,5,3,0,Rain,0.68,64,36.7,6.7
TN-SLM-ERD-0754,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,12,1,0,Monsoon_Heavy,0.7,59,46.7,34.5
TN-SETC-801X-0755,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,5,1,0,Monsoon_Heavy,0.53,70,42.9,208.4
TN-101A-0756,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,10,1,1,Clear,0.87,87,24.4,9.7
TN-SETC-108X-0757,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,14,2,0,Clear,0.22,56,12.5,66.5
TN-CBE-OOTY-0758,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,23,6,0,Monsoon_Heavy,0.48,59,43.1,44.5
TN-101A-0759,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,7,6,0,Clear,0.35,54,14.9,9.5
TN-TRY-SRM-0760,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,7,2,0,Rain,0.36,74,27.5,5.5
TN-MDU-KODAI-0761,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,21,1,0,Fog,0.29,33,6.7,58.0
TN-SETC-902X-0762,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,21,0,0,Rain,0.63,68,36.3,233.1
TN-CBE-OOTY-0763,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,18,4,1,Clear,0.77,121,29.1,48.3
TN-5E-0764,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,23,3,0,Monsoon_Heavy,0.73,61,48.3,8.3
TN-SETC-801X-0765,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,12,5,0,Clear,0.64,30,17.3,214.5
TN-23C-0766,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,11,6,0,Monsoon_Heavy,0.85,56,47.9,7.9
TN-SETC-902X-0767,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,11,0,0,Fog,0.29,48,8.0,208.9
TN-CBE-OOTY-0768,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,21,4,0,Clear,0.55,37,19.7,45.4
TN-SETC-108X-0769,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,5,6,0,Clear,0.29,51,14.0,68.6
TN-SLM-ERD-0770,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,6,5,0,Clear,0.42,70,13.7,33.1
TN-CBE-PLK-0771,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,19,6,1,Rain,0.98,88,45.9,26.9
TN-CBE-PLK-0772,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,22,4,0,Clear,0.29,73,8.7,23.1
TN-MDU-201-0773,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,7,1,0,Clear,0.58,51,23.3,6.0
TN-11G-0774,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,23,4,0,Rain,0.38,37,28.2,7.8
TN-CBE-PLK-0775,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,6,2,0,Rain,0.34,45,22.5,23.3
TN-CBE-OOTY-0776,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,11,4,0,Clear,0.28,53,12.5,42.5
TN-21G-0777,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,19,4,1,Clear,0.91,117,25.7,10.6
TN-SLM-ERD-0778,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,21,2,0,Clear,0.26,36,12.2,31.6
TN-5E-0779,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,11,5,0,Clear,0.41,75,17.1,7.5
TN-CBE-OOTY-0780,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,6,5,0,Monsoon_Heavy,0.79,51,49.9,48.1
TN-TRY-401-0781,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,14,0,0,Monsoon_Heavy,0.74,70,52.2,30.3
TN-570-0782,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,14,2,0,Monsoon_Heavy,0.54,58,44.2,19.6
TN-11G-0783,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,13,0,0,Clear,0.63,65,20.5,7.4
TN-MDU-201-0784,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,22,2,0,Clear,0.26,75,12.0,5.4
TN-11G-0785,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,7,2,0,Monsoon_Heavy,0.8,64,50.0,7.7
TN-SLM-ERD-0786,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,6,0,0,Rain,0.32,57,22.1,31.8
TN-SETC-108X-0787,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,19,4,1,Clear,0.78,97,26.8,79.6
TN-TRY-SRM-0788,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,7,6,0,Rain,0.56,35,33.1,6.8
TN-SLM-301-0789,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,8,3,1,Clear,0.88,114,27.6,24.7
TN-5E-0790,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,13,2,0,Rain,0.38,72,23.4,8.7
TN-CBE-PLK-0791,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,19,3,1,Clear,0.72,92,21.8,25.3
TN-11G-0792,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,14,6,0,Clear,0.47,38,15.7,7.4
TN-23C-0793,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,15,4,0,Fog,0.23,49,8.7,6.7
TN-MDU-KODAI-0794,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,12,4,0,Clear,0.45,60,14.0,60.3
TN-SETC-108X-0795,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,18,6,1,Rain,0.95,100,42.4,82.5
TN-21G-0796,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,23,6,0,Rain,0.35,68,23.7,9.4
TN-SLM-301-0797,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,10,2,1,Rain,0.82,91,39.8,23.7
TN-MDU-RMS-0798,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,15,3,0,Fog,0.5,35,14.0,79.6
TN-SETC-108X-0799,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,5,6,0,Clear,0.5,58,16.8,73.0
TN-SETC-108X-0800,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,19,1,1,Clear,0.88,100,26.1,81.9
TN-CBE-OOTY-0801,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,18,5,1,Clear,0.96,122,25.9,51.9
TN-MDU-RMS-0802,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,9,6,1,Clear,0.72,120,27.3,84.6
TN-TRY-SRM-0803,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,16,0,0,Clear,0.59,45,18.6,6.3
TN-SETC-902X-0804,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,15,5,0,Rain,0.48,57,28.3,222.5
TN-SLM-ERD-0805,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,9,1,1,Monsoon_Heavy,0.98,108,59.0,37.4
TN-5E-0806,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,9,0,1,Clear,0.87,94,29.6,9.2
TN-MDU-KODAI-0807,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,9,0,1,Clear,0.87,111,30.8,68.9
TN-SETC-801X-0808,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,18,4,1,Clear,0.82,100,26.6,225.5
TN-MDU-201-0809,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,12,1,0,Rain,0.57,66,30.6,6.1
TN-TRY-401-0810,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,13,3,0,Monsoon_Heavy,0.66,32,50.6,30.0
TN-MDU-201-0811,TNSTC_MADURAI,MDU-201,Madurai Mattuthavani,Madurai Periyar Bus Stand,8.2,8,4,1,Rain,0.98,90,39.7,6.8
TN-CBE-101-0812,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,19,4,1,Clear,0.84,124,23.0,6.8
TN-21G-0813,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,22,6,0,Monsoon_Heavy,0.54,33,46.3,9.9
TN-70H-0814,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,20,3,1,Monsoon_Heavy,0.98,121,58.0,8.9
TN-CBE-OOTY-0815,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,14,1,0,Clear,0.51,68,19.0,45.5
TN-SETC-108X-0816,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,13,0,0,Fog,0.41,40,14.5,71.5
TN-CBE-OOTY-0817,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,5,2,0,Rain,0.34,62,19.9,43.4
TN-CBE-101-0818,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,9,4,1,Clear,0.77,101,20.2,6.0
TN-11G-0819,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,23,5,0,Clear,0.5,53,19.3,7.2
TN-D70-0820,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,20,1,1,Monsoon_Heavy,0.98,106,60.3,17.9
TN-SETC-801X-0821,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,9,6,1,Rain,0.98,100,45.3,234.9
TN-SLM-301-0822,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,10,1,1,Monsoon_Heavy,0.98,107,51.9,24.1
TN-23C-0823,MTC_CHENNAI,23C,Adayar Depot,Egmore Railway Station,11.4,6,1,0,Rain,0.48,49,27.7,8.1
TN-TRY-SRM-0824,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,12,3,0,Fog,0.52,60,15.0,6.1
TN-MDU-KODAI-0825,TNSTC_MADURAI,MDU-KODAI,Madurai Arapalayam,Kodaikanal Bus Stand,115.0,5,2,0,Rain,0.47,50,31.8,61.2
TN-101A-0826,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,8,4,1,Fog,0.79,112,26.2,10.6
TN-CBE-101-0827,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,15,2,0,Clear,0.56,46,19.7,6.1
TN-D70-0828,MTC_CHENNAI,D70,Ambattur OT,Velachery Railway Station,26.0,23,6,0,Clear,0.43,73,16.1,14.2
TN-TRY-SRM-0829,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,5,5,0,Clear,0.57,30,17.8,6.2
TN-SLM-301-0830,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,16,1,0,Fog,0.33,42,7.2,20.6
TN-101A-0831,MTC_CHENNAI,101A,Koyambedu CMBT,Chennai Central Station,14.8,11,4,0,Fog,0.25,37,5.3,9.0
TN-MDU-RMS-0832,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,23,6,0,Clear,0.6,74,16.7,82.3
TN-21G-0833,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,19,2,1,Rain,0.98,127,45.3,10.8
TN-11G-0834,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,7,2,0,Clear,0.37,51,17.1,6.9
TN-CBE-101-0835,TNSTC_COIMBATORE,CBE-101,Coimbatore Gandhipuram,Singanallur Bus Stand,9.5,10,3,1,Clear,0.83,97,27.4,6.3
TN-SLM-ERD-0836,TNSTC_SALEM,SLM-ERD,Salem Central Stand,Erode Bus Stand,64.0,8,1,1,Monsoon_Heavy,0.98,98,56.9,37.3
TN-SLM-301-0837,TNSTC_SALEM,SLM-301,Salem New Bus Stand,Yercaud Hill Top,32.0,13,0,0,Clear,0.23,66,10.4,20.3
TN-70H-0838,MTC_CHENNAI,70H,SRM Ramapuram,T. Nagar Market,12.5,20,1,1,Fog,0.87,87,29.1,8.4
TN-CBE-PLK-0839,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,17,4,1,Clear,0.83,116,26.2,26.0
TN-21G-0840,MTC_CHENNAI,21G,Guindy Station,Broadway Bus Terminus,15.2,22,1,0,Clear,0.37,74,15.5,9.4
TN-SETC-108X-0841,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,22,2,0,Clear,0.51,55,12.8,74.3
TN-SETC-902X-0842,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,7,2,0,Monsoon_Heavy,0.78,51,46.1,242.2
TN-CBE-OOTY-0843,TNSTC_COIMBATORE,CBE-OOTY,Coimbatore New Bus Stand,Ooty Central Bus Stand,86.0,11,1,0,Monsoon_Heavy,0.42,54,40.5,43.6
TN-MDU-RMS-0844,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,8,5,1,Fog,0.79,90,28.7,87.0
TN-570-0845,MTC_CHENNAI,570,Koyambedu CMBT,Siruseri IT Park OMR,34.5,9,0,1,Clear,0.71,122,20.4,20.8
TN-TRY-SRM-0846,TNSTC_TRICHY,TRY-SRM,Trichy Chatram,Srirangam Temple,9.0,14,3,0,Monsoon_Heavy,0.83,58,55.6,5.7
TN-CBE-PLK-0847,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,6,2,0,Fog,0.22,37,5.5,22.2
TN-TRY-401-0848,TNSTC_TRICHY,TRY-401,Trichy Central Bus Stand,Thanjavur Old Bus Stand,56.0,19,5,1,Monsoon_Heavy,0.94,122,52.3,31.5
TN-5E-0849,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,20,5,1,Clear,0.82,124,22.0,9.4
TN-5E-0850,MTC_CHENNAI,5E,Besant Nagar,Vadapalani Bus Terminus,13.0,5,1,0,Fog,0.22,49,11.0,7.0
TN-SETC-801X-0851,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,10,6,1,Monsoon_Heavy,0.92,91,50.6,231.9
TN-SETC-801X-0852,SETC_EXPRESS,SETC-801X,Chennai CMBT,Madurai Mattuthavani,460.0,12,0,0,Clear,0.39,73,12.3,198.6
TN-SETC-108X-0853,SETC_EXPRESS,SETC-108X,Chennai CMBT,Puducherry Bus Stand,155.0,22,1,0,Clear,0.58,43,21.3,75.1
TN-CBE-PLK-0854,TNSTC_COIMBATORE,CBE-PLK,Coimbatore Ukkadam,Pollachi Bus Stand,42.0,7,0,0,Clear,0.26,56,6.3,21.9
TN-11G-0855,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,19,1,1,Monsoon_Heavy,0.91,91,56.4,8.7
TN-MDU-RMS-0856,TNSTC_MADURAI,MDU-RMS,Madurai Mattuthavani,Rameswaram Temple Stand,172.0,10,0,1,Rain,0.82,85,35.2,87.2
TN-SETC-902X-0857,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,23,2,0,Rain,0.61,60,33.5,230.4
TN-SETC-902X-0858,SETC_EXPRESS,SETC-902X,Chennai CMBT,Coimbatore Gandhipuram,505.0,13,4,0,Rain,0.49,41,29.2,222.1
TN-11G-0859,MTC_CHENNAI,11G,K.K. Nagar,Broadway Bus Terminus,12.0,20,4,1,Clear,0.86,104,25.9,7.6
